npcid_XBXXZ	type_XBXXZ	name_XBXXZ	race_XBXXZ	level_XBXXZ	damage_XBXXZ	defence_XBXXZ	aspeed_XBXXZ	maxhp_XBXXZ	reputation_XBXXZ	deathreputation_XBXXZ	pkscore_XBXXZ	drop_XBXXZ
106	1	溃兵骷髅	3	58	1350	0	60	6540	1	58	呜呜呜……饶命啊！	54:12-17:10000:1;38:10-13:10000:1;7:1-1:10:1;1011:1-1:1000:1;1012:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;
107	1	逃兵骷髅	3	59	1400	0	61	6690	1	59	说吧，你打算在自己的墓碑上刻上什么字？	54:12-17:10000:1;38:10-13:10000:1;7:1-1:100:1;1011:1-1:1000:1;1012:1-1:1000:1;72:1-3:1000:1;79:1-1:1500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;68:1-1:500:1;
108	1	叛兵骷髅	3	60	1460	0	62	6840	1	60	脖子洗干净了吗？	54:12-17:10000:1;38:10-13:10000:1;7:1-1:10:1;1011:1-1:1000:1;1012:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
109	1	利爪山猫	1	61	1520	0	69	6990	1	61	真动起手来，你可就没后悔的机会了！	54:12-17:10000:1;38:10-13:10000:1;7:1-1:100:1;1011:1-1:1000:1;1012:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
110	1	突齿山猫	1	62	1580	0	70	7140	1	62	别逼我，我发起火来，自己都害怕！	54:12-17:10000:1;38:10-13:10000:1;7:1-1:10:1;1011:1-1:1000:1;1012:1-1:1000:1;72:1-3:1000:1;79:1-1:1500:1;73:1-1:200:1;74:1-1:1500:1;75:1-1:10:1;68:1-1:500:1;99:1-1:10:1;
111	1	利爪山猫	1	63	1640	0	69	72900	1	63	真动起手来，你可就没后悔的机会了！	54:12-17:10000:1;38:10-13:10000:1;7:1-1:100:1;1011:1-1:1000:1;1012:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
112	1	魔族先锋	2	64	1700	0	63	7440	1	64	哈哈哈！你是来送死的吗？	54:12-17:10000:1;38:10-13:10000:1;7:1-1:10:1;1011:1-1:1000:1;1012:1-1:1000:1;72:1-3:1000:1;79:1-1:1500:1;73:1-1:200:1;74:1-1:1500:1;75:1-1:10:1;99:1-1:10:1;
113	1	魔族喽罗	2	65	1760	0	64	7590	1	65	哈哈哈哈，来了个不要命的蝼蚁！	54:12-17:10000:1;38:10-13:10000:1;7:1-1:100:1;1011:1-1:1000:1;1012:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
114	1	魔族探子	2	66	1820	0	65	77400	1	66	呵呵~你敢动手试试？	54:12-17:10000:1;38:10-13:10000:1;7:1-1:10:1;1011:1-1:1000:1;1012:1-1:1000:1;72:1-3:1000:1;79:1-1:1500:1;73:1-1:200:1;74:1-1:1500:1;75:1-1:10:1;68:1-1:500:1;99:1-1:10:1;
115	1	浮游荧光	3	67	1880	0	66	7890	1	67	不要命的话，你就来吧！	54:12-17:10000:1;38:10-13:10000:1;7:1-1:100:1;1011:1-1:1000:1;1012:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
116	1	浮游磷光	3	68	1940	0	67	80400	1	68	不自量力的家伙，你是赶来送死的吗？	54:12-18:10000:1;38:10-13:10000:1;8:1-3:10:1;1013:1-1:1000:1;1014:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:1500:1;75:1-1:10:1;70:1-1:100:1;99:1-1:10:1;
117	1	浮游冥光	3	69	2020	0	68	8190	1	69	调头吧，给自己留一条活路！	54:12-18:10000:1;38:10-13:10000:1;8:1-3:100:1;1013:1-1:1000:1;1014:1-1:1000:1;72:1-3:1000:1;79:1-1:1500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
118	1	爆牙山猫	1	71	2100	0	71	8340	1	71	别惹我，我也是敢拼命的！	54:12-18:10000:1;38:10-13:10000:1;8:1-3:10:1;1013:1-1:1000:1;1014:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:1200:1;74:1-1:1500:1;75:1-1:10:1;99:1-1:10:1;
119	1	蝎尾猬王	1	72	2180	0	72	8490	1	72	不要欺人太甚！妖也是有火气的！	54:12-18:10000:1;38:10-13:10000:1;8:1-3:100:1;1013:1-1:1000:1;1014:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
120	1	蜂针猬王	1	73	2260	0	73	8640	1	73	咱们就不能好好谈谈吗？动手有意思吗？	54:12-18:10000:1;38:10-13:10000:1;8:1-3:10:1;1013:1-1:1000:1;1014:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:1200:1;74:1-1:1500:1;75:1-1:100:1;70:1-1:100:1;99:1-1:10:1;
121	1	圣湖旋龟	2	74	2340	0	74	87900	1	74	你厉害，这总可以了吧！别打了！	54:12-18:10000:1;38:10-13:10000:1;8:1-3:100:1;1013:1-1:1000:1;1014:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
122	1	铁尾山猫	2	75	2420	0	75	8940	1	75	别杀我，我爷爷是大妖王	54:12-18:10000:1;38:10-13:10000:1;8:1-3:10:1;1013:1-1:1000:1;1014:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:1200:1;74:1-1:1500:1;75:1-1:100:1;99:1-1:10:1;
123	1	巡野凶猫	2	76	2500	0	76	9090	1	76	别动手，有话好好说！	54:12-18:10000:1;38:10-13:10000:1;8:1-3:100:1;1013:1-1:1000:1;1014:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
124	1	密林凶猫	3	77	2580	0	77	9240	1	77	给我个机会，我也想做个好妖！	54:12-18:10000:1;38:10-13:10000:1;8:1-3:10:1;1013:1-1:1000:1;1014:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:1200:1;74:1-1:1500:1;75:1-1:10:1;99:1-1:10:1;
125	1	角鳞蛇	3	78	2660	0	78	9390	1	78	上仙饶命，放过的小的一马！	54:12-18:10000:1;38:10-13:10000:1;9:1-1:10:1;1013:1-1:1000:1;1014:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
126	1	闪鳞王蛇	3	79	2780	0	79	9540	1	79	上仙饶命！上仙饶命！上仙饶命！	54:12-18:10000:1;38:10-13:10000:1;9:1-1:50:1;1013:1-1:1000:1;1014:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:1200:1;74:1-1:1500:1;75:1-1:1000:1;99:1-1:10:1;
127	1	闪鳞蛇	1	81	2900	0	80	9690	1	81	呜呜呜……饶命啊！	54:12-18:10000:1;38:10-13:10000:1;9:1-1:10:1;1013:1-1:1000:1;1014:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;70:1-1:10:1;99:1-1:10:1;
128	1	涡流旋龟	1	82	3020	0	82	98400	1	82	脖子洗干净了吗？	54:12-18:10000:1;38:10-13:10000:1;9:1-1:150:1;1013:1-1:1000:1;1014:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:1200:1;74:1-1:1500:1;75:1-1:10:1;70:1-1:100:1;99:1-1:10:1;
129	1	角鳞王蛇	1	83	3140	0	83	9990	1	83	哈哈哈！你是来送死的吗？	54:12-18:10000:1;38:10-13:10000:1;9:1-1:10:1;1013:1-1:1000:1;1014:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;70:1-1:10:1;99:1-1:10:1;
130	1	狂魔狼王	2	86	3260	0	86	10140	1	86	不要命的话，你就来吧！	54:12-18:10000:1;38:10-13:10000:1;9:1-1:150:1;1013:1-1:1000:1;1014:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:1200:1;74:1-1:1500:1;75:1-1:1000:1;70:1-1:500:1;99:1-1:10:1;
131	1	恶魔狼王	2	87	3380	0	87	10290	1	87	不自量力的家伙，你是赶来送死的吗？	54:12-18:10000:1;38:10-13:10000:1;9:1-1:10:1;1013:1-1:1000:1;1014:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;70:1-1:10:1;99:1-1:10:1;
132	1	魔狼长弓手	2	84	3500	0	84	104400	1	84	哈哈哈哈，来了个不要命的蝼蚁！	54:12-18:10000:1;38:10-13:10000:1;9:1-1:150:1;1013:1-1:1000:1;1014:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:1200:1;74:1-1:1500:1;75:1-1:10:1;70:1-1:1500:1;99:1-1:10:1;
133	1	地鬼猎手	3	85	3620	0	85	10590	1	85	呵呵~你敢动手试试？	54:12-18:10000:1;38:10-13:10000:1;9:1-1:10:1;1013:1-1:1000:1;1014:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;70:1-1:10:1;99:1-1:10:1;
134	1	伤心鬼	3	88	3740	0	88	10740	1	88	调头吧，给自己留一条活路！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:10:1;1015:1-1:1000:1;1016:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:1200:1;74:1-1:50:1;75:1-1:10:1;70:1-1:1500:1;99:1-1:10:1;
135	1	悲泣鬼	3	89	3940	0	89	10890	1	89	真动起手来，你可就没后悔的机会了！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:50:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
136	1	丝灯妖	1	90	4140	0	90	11040	1	90	别逼我，我发起火来，自己都害怕！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
137	1	纸灯妖	1	91	4340	0	91	111900	1	91	别惹我，我也是敢拼命的！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;70:1-1:100:1;99:1-1:10:1;
138	1	绢灯妖	1	92	4540	0	92	11340	1	92	不要欺人太甚！妖也是有火气的！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:50:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
139	1	地魔前哨	2	97	4740	0	97	120900	1	97	给我个机会，我也想做个好妖！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
140	1	地魔前峰	2	97	4940	0	97	12390	1	97	给我个机会，我也想做个好妖！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:50:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;70:1-1:100:1;99:1-1:10:1;
141	1	地魔士兵	2	97	5140	0	97	12540	1	97	给我个机会，我也想做个好妖！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
142	1	黯然鬼	3	93	5340	0	93	114900	1	93	咱们就不能好好谈谈吗？动手有意思吗？	54:12-18:10000:1;38:10-13:10000:1;10:1-1:50:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
143	1	断肠鬼	3	94	5540	0	94	11640	1	94	你厉害，这总可以了吧！别打了！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
144	1	号啕鬼	3	95	5840	0	95	11790	1	95	别杀我，我爷爷是大妖王	54:12-18:10000:1;38:10-13:10000:1;10:1-1:50:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
145	1	五彩赤练蛇	1	96	6140	0	96	11940	1	96	别动手，有话好好说！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;69:1-1:1000:1;99:1-1:10:1;
146	1	血狼妖	1	98	6440	0	98	12240	1	98	上仙饶命，放过的小的一马！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:50:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
147	1	流浪狙鼠	1	99	6740	0	99	123900	1	99	上仙饶命！上仙饶命！上仙饶命！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;69:1-1:1000:1;99:1-1:10:1;
148	1	浊之水精	1	100	7240	0	100	12540	1	100	呜呜呜……饶命啊！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:50:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
149	1	护卫食人花	1	99	7740	0	101	12690	1	101	说吧，你打算在自己的墓碑上刻上什么字？	54:12-18:10000:1;38:10-13:10000:1;10:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;69:1-1:1000:1;99:1-1:10:1;
150	1	浊之水精	1	100	8240	0	102	12840	1	102	脖子洗干净了吗？	54:12-18:10000:1;38:10-13:10000:1;10:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
151	1	地魔斥侯	2	97	8740	0	103	129900	1	103	哈哈哈！你是来送死的吗？	54:12-18:10000:1;38:10-13:10000:1;10:1-1:50:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;69:1-1:1000:1;99:1-1:10:1;
152	1	地魔密探	2	97	9240	0	104	13140	1	104	哈哈哈哈，来了个不要命的蝼蚁！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
153	1	销魂蛊	1	95	9740	0	105	13290	1	105	呵呵~你敢动手试试？	54:12-18:10000:1;38:10-13:10000:1;10:1-1:50:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;69:1-1:1000:1;99:1-1:10:1;
154	1	赤练王蛇	1	96	10240	0	106	13440	1	106	不要命的话，你就来吧！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
155	1	七彩	1	98	10740	0	107	13590	1	107	不自量力的家伙，你是赶来送死的吗？	54:12-18:10000:1;38:10-13:10000:1;10:1-1:50:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;69:1-1:1000:1;99:1-1:10:1;
156	1	赤练蛇	1	99	11240	0	108	137400	1	108	调头吧，给自己留一条活路！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
157	1	枯木老妖	1	100	11740	0	109	13890	1	109	真动起手来，你可就没后悔的机会了！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:50:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;69:1-1:1000:1;99:1-1:10:1;
158	1	穴山凶狼	1	98	12540	0	110	14040	1	110	别逼我，我发起火来，自己都害怕！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
159	1	长角魔兽	2	98	13340	0	111	141900	1	111	别惹我，我也是敢拼命的！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:50:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;70:1-1:100:1;99:1-1:10:1;
160	1	问荆蝎王	1	98	14140	0	112	14340	1	112	不要欺人太甚！妖也是有火气的！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
161	1	巨兵魔蚁	2	98	14940	0	113	14490	1	113	咱们就不能好好谈谈吗？动手有意思吗？	54:12-18:10000:1;38:10-13:10000:1;10:1-1:50:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
162	1	梅花魔猫	2	98	15740	0	114	14640	1	114	你厉害，这总可以了吧！别打了！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
163	1	空谷幽魂	3	98	16540	0	115	170400	1	115	别杀我，我爷爷是大妖王	54:12-18:10000:1;38:10-13:10000:1;10:1-1:50:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
164	1	恶毒行尸	3	98	17340	0	116	14940	1	116	别动手，有话好好说！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
165	1	邪恶树皮	2	98	18140	0	117	15090	1	117	给我个机会，我也想做个好妖！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:50:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
166	1	邪恶树桩	2	98	18940	0	118	152400	1	118	上仙饶命，放过的小的一马！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
167	1	粘之土精	2	98	19740	0	119	15390	1	119	上仙饶命！上仙饶命！上仙饶命！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:50:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
168	1	狩猎猫魔	2	98	20740	0	120	15540	1	120	呜呜呜……饶命啊！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
169	1	怨妇毒蛛	2	98	21740	0	121	15690	1	121	说吧，你打算在自己的墓碑上刻上什么字？	54:12-18:10000:1;38:10-13:10000:1;10:1-1:50:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
170	1	墓穴伞妖	2	98	22740	0	122	15840	1	122	脖子洗干净了吗？	54:12-18:10000:1;38:10-13:10000:1;10:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
171	1	出土伞妖	2	98	23740	0	123	15990	1	123	哈哈哈！你是来送死的吗？	54:12-18:10000:1;38:10-13:10000:1;10:1-1:50:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
172	1	鲛骨伞妖	1	101	24740	0	124	161400	1	124	哈哈哈哈，来了个不要命的蝼蚁！	54:12-18:10000:1;38:10-13:10000:1;11:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
173	1	木骨伞妖	1	101	25740	0	125	16290	1	125	呵呵~你敢动手试试？	54:12-18:10000:1;38:10-13:10000:1;11:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
174	1	黑巢狼王	1	101	26740	0	126	16440	1	126	不要命的话，你就来吧！	54:12-18:10000:1;38:10-13:10000:1;11:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
175	1	黑巢弓手	1	101	27740	0	127	16590	1	127	不自量力的家伙，你是赶来送死的吗？	54:12-18:10000:1;38:10-13:10000:1;11:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
176	1	巡海飞奴	1	101	28740	0	128	16740	1	128	调头吧，给自己留一条活路！	54:12-18:10000:1;38:10-13:10000:1;11:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
177	1	殉夫幽魂	3	98	29740	0	129	16890	1	129	真动起手来，你可就没后悔的机会了！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
178	1	空谷怨魂	3	98	31740	0	130	170400	1	130	别逼我，我发起火来，自己都害怕！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
179	1	虚之土精	1	101	33740	0	131	17190	1	131	别惹我，我也是敢拼命的！	54:12-18:10000:1;38:10-13:10000:1;11:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
180	1	含情山鬼	3	98	35740	0	132	17340	1	132	不要欺人太甚！妖也是有火气的！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
181	1	猎人遗骨	3	98	37740	0	133	17490	1	133	咱们就不能好好谈谈吗？动手有意思吗？	54:12-18:10000:1;38:10-13:10000:1;10:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
182	1	战士枯骨	3	98	39740	0	134	170400	1	134	你厉害，这总可以了吧！别打了！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
183	1	猛毒行尸	3	98	41740	0	135	17790	1	135	别杀我，我爷爷是大妖王	54:12-18:10000:1;38:10-13:10000:1;10:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
184	1	幽灵狼王	3	98	43740	0	136	17940	1	136	别动手，有话好好说！	54:12-18:10000:1;38:10-13:10000:1;10:1-1:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
185	1	仙界守卫	1	101	45740	0	137	180900	1	10000	站住，不准再向前一步！	54:12-18:10000:1;38:10-13:10000:1;13:1-4:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
186	1	仙界守卫	2	101	47740	0	138	182400	1	10000	站住，不准再向前一步！	54:12-18:10000:1;38:10-13:10000:1;13:1-4:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
187	1	仙界守卫	3	101	49740	0	139	183900	1	10000	站住，不准再向前一步！	54:12-18:10000:1;38:10-13:10000:1;14:1-4:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
188	1	魔界守卫	1	101	53740	0	140	185400	1	10000	站住，不准再向前一步！	54:12-18:10000:1;38:10-13:10000:1;14:1-4:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
189	1	魔界守卫	2	101	57740	0	141	186900	1	10000	站住，不准再向前一步！	54:12-18:10000:1;38:10-13:10000:1;14:1-4:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
190	1	魔界守卫	3	101	61740	0	142	188400	1	10000	站住，不准再向前一步！	54:12-18:10000:1;38:10-13:10000:1;14:1-4:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
191	1	冥界守卫	1	101	65740	0	143	189900	1	10000	站住，不准再向前一步！	54:12-18:10000:1;38:10-13:10000:1;14:1-4:10:1;1017:1-1:1000:1;72:1-3:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:10:1;99:1-1:10:1;
