Level_XBXXZ	Name_XBXXZ	Iron_XBXXZ	Wood_XBXXZ	Pill_XBXXZ	show_XBXXZ	personpercent100_XBXXZ	personnum100_XBXXZ	personpercent1000_XBXXZ	personnum1000_XBXXZ	personpercent6000_XBXXZ	personnum6000_XBXXZ	persons_XBXXZ
155	155级洗髓池	304200	243360	399000	0.164	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
156	156级洗髓池	307800	246240	403800	0.165	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
157	157级洗髓池	311400	249120	408600	0.166	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
158	158级洗髓池	315000	252000	413400	0.167	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
159	159级洗髓池	318600	254880	418200	0.168	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
160	160级洗髓池	322200	257760	423000	0.169	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
161	161级洗髓池	325800	260640	427800	0.17	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
162	162级洗髓池	329400	263520	432600	0.171	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
163	163级洗髓池	333000	266400	437400	0.172	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
164	164级洗髓池	336600	269280	442200	0.173	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
165	165级洗髓池	340200	272160	447000	0.174	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
166	166级洗髓池	343800	275040	451800	0.175	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
167	167级洗髓池	347400	277920	456600	0.176	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
168	168级洗髓池	351000	280800	461400	0.177	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
169	169级洗髓池	354600	283680	466200	0.178	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
170	170级洗髓池	358200	286560	471000	0.179	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
171	171级洗髓池	361800	289440	475800	0.18	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
172	172级洗髓池	365400	292320	480600	0.181	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
173	173级洗髓池	369000	295200	485400	0.182	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
174	174级洗髓池	372600	298080	490200	0.183	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
175	175级洗髓池	376200	300960	495000	0.184	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
176	176级洗髓池	379800	303840	499800	0.185	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
177	177级洗髓池	383400	306720	504600	0.186	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
178	178级洗髓池	387000	309600	509400	0.187	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
179	179级洗髓池	390600	312480	514200	0.188	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
180	180级洗髓池	394200	315360	519000	0.189	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
181	181级洗髓池	397800	318240	523800	0.19	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
182	182级洗髓池	401400	321120	528600	0.191	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
183	183级洗髓池	405000	324000	533400	0.192	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
184	184级洗髓池	408600	326880	538200	0.193	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
185	185级洗髓池	412200	329760	543000	0.194	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
